vendor_guid,object_type,title,description,display_name,calculation_method,calculation_int,mastery_points,ratings
checkit_calculus_00_LimitGraph_1628783334.139939,outcome,00-LimitGraph: Limits graphically,,LimitGraph,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_01_LimitNum_1628783334.139939,outcome,01-LimitNum: Limits numerically,,LimitNum,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_02_LimitAna_1628783334.139939,outcome,02-LimitAna: Limits analytically,,LimitAna,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_03_LimitCont_1628783334.139939,outcome,03-LimitCont: Continuity,,LimitCont,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_04_LimitInInf_1628783334.139939,outcome,04-LimitInInf: Limits with infinite inputs,,LimitInInf,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_05_LimitOutInf_1628783334.139939,outcome,05-LimitOutInf: Limits with infinite outputs,,LimitOutInf,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_06_DiffSecantSlope_1628783334.139939,outcome,06-DiffSecantSlope: Secant slopes,,DiffSecantSlope,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_07_DiffDef_1628783334.139939,outcome,07-DiffDef: Derivative definition,,DiffDef,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_08_DiffBasic_1628783334.139939,outcome,08-DiffBasic: Basic derivative rules,,DiffBasic,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_09_DiffProdQuot_1628783334.139939,outcome,09-DiffProdQuot: Product/Quotient Rule,,DiffProdQuot,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_10_DiffChain_1628783334.139939,outcome,10-DiffChain: Chain Rule,,DiffChain,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_11_DiffImp_1628783334.139939,outcome,11-DiffImp: Implicit differentiation,,DiffImp,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_12_DiffInv_1628783334.139939,outcome,12-DiffInv: Inverse differentiation,,DiffInv,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_13_DiffStrategy_1628783334.139939,outcome,13-DiffStrategy: Differentiation strategy,,DiffStrategy,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_14_AppDiffTanLine_1628783334.139939,outcome,14-AppDiffTanLine: Equations of tangent lines,,AppDiffTanLine,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_15_AppDiffMotion_1628783334.139939,outcome,15-AppDiffMotion: Equations of motion,,AppDiffMotion,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_16_AppDiffLinApprox_1628783334.139939,outcome,16-AppDiffLinApprox: Linear Approximation,,AppDiffLinApprox,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_17_AppDiffRelRates_1628783334.139939,outcome,17-AppDiffRelRates: Related rates,,AppDiffRelRates,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_18_AppDiffEVT_1628783334.139939,outcome,18-AppDiffEVT: Extreme Value Theorem,,AppDiffEVT,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_19_AppDiffIncDec_1628783334.139939,outcome,19-AppDiffIncDec: Derivative tests,,AppDiffIncDec,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_20_AppDiffConcavity_1628783334.139939,outcome,20-AppDiffConcavity: Concavity and inflection,,AppDiffConcavity,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_21_AppDiffGraph_1628783334.139939,outcome,21-AppDiffGraph: Graphing with derivatives,,AppDiffGraph,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_22_AppDiffOpt_1628783334.139939,outcome,22-AppDiffOpt: Applied optimization,,AppDiffOpt,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_23_AppDiffLH_1628783334.139939,outcome,23-AppDiffLH: L'Hôpital's Rule,,AppDiffLH,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_24_IntGeometric_1628783334.139939,outcome,24-IntGeometric: Geometry of definite integrals,,IntGeometric,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_25_IntRiemann_1628783334.139939,outcome,25-IntRiemann: Approximating definite integrals,,IntRiemann,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_26_IntBasic_1628783334.139939,outcome,26-IntBasic: Basic antiderivatives,,IntBasic,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
checkit_calculus_27_IntIVP_1628783334.139939,outcome,27-IntIVP: Initial Value Problems,,IntIVP,n_mastery,2,3,4,Exceeds Mastery,3,Meets Mastery,2,Near Mastery,1,Well Below Mastery,0,Insufficient Work to Assess
